sku,ean,sku_manufacturer,brand,category,title,description,image_1,image_2,image_3,image_4,image_5,product_price_vat_inc,min_quantity,increment,quantity,use_grid,carrier_grid_1,shipping_time_carrier_grid_1,weight,length,width,height,DisplayWeight,volume
S7160995,4078500045773,S7160995,Autres,Bricolage,Programmatore di irrigazione Gardena,"Se ti piace curare ogni singolo dettaglio della casa ed essere sempre alla moda in tema di prodotti che ti renderanno la vità più facile, compra <b>Programmatore di irrigazione Gardena</b> al miglior prezzo.<br><br><ul><li>Peso: 500 g</li><li>Caratteristiche: Taglia unica</li></ul>",https://cdnbigbuy.com/images/4078500045773_S7160995_P00.jpg,https://cdnbigbuy.com/images/4078500045773_S7160995_P20.jpg,https://cdnbigbuy.com/images/4078500045773_S7160995_P30.jpg,https://cdnbigbuy.com/images/4078500045773_S7160995_P10.jpg,,71.84,1,1,25,1,Generale,5#7,0.67,16.0,15.0,14.0,0.67,3360.0
M0401071,5901688252628,M0401071,Autres,Bricolage,Tanga Obsessive XS/S,"Se sei alla ricerca di <b>articoli erotici</b> ad un buon prezzo, scopri <b>Tanga Obsessive XS/S</b> ! Un'infinità di possibilità per l'immaginazione e il divertimento!<br><br><ul><li>Informazioni importanti: <ul><li>Garantiamo la massima discrezione e riservatezza nell'invio. Nessuno, tranne te, sarà a conoscenza del contenuto del pacco.</li><li>Invio confidenziale</li></ul></li><li>Tipo: <ul><li>Erotico</li><li>Tanga</li></ul></li><li>Taglia: XS/S</li><li>Composizione: 90 % poliammide e 10 % elastam</li></ul>",https://cdnbigbuy.com/images/5901688252628_M0401071_P00.jpg,https://cdnbigbuy.com/images/5901688252628_M0401071_P20.jpg,https://cdnbigbuy.com/images/5901688252628_M0401071_P30.jpg,https://cdnbigbuy.com/images/5901688252628_M0401071_P40.jpg,,12.04,1,1,25,1,Generale,5#7,0.06,13.1,2.3,19.2,0.06,578.5
S9126694,4023103000032,S9126694,Autres,Bricolage,Panno Vileda Active Max,"Se ti piace curare ogni singolo dettaglio della casa ed essere sempre alla moda in tema di prodotti che ti renderanno la vità più facile, compra <b>Panno Vileda Active Max</b> al miglior prezzo.<br><br><ul><li>Tipo: Panno</li><li>Caratteristiche: <ul><li>Lavabili</li><li>testina estraibile</li></ul></li><li>Tipo di manico: Plastica</li><li>Colore: Rojo/Blanco</li></ul>",https://cdnbigbuy.com/images/4023103000032_S9126694_P20.jpg,https://cdnbigbuy.com/images/4023103000032_S9126694_P00.jpg,https://cdnbigbuy.com/images/4023103000032_S9126694_P10.jpg,https://cdnbigbuy.com/images/4023103000032_S9126694_P30.jpg,,21.86,1,1,50,1,Generale,5#7,0.61,6.0,158.0,17.5,0.61,16590.0
S3061711,8424002209667,S3061711,Autres,Bricolage,Lampada da tavolo Home ESPRIT 50 W 220 V,"Se sei alla ricerca di novità alla moda sul mercato, ti presentiamo <b>Lampada da tavolo Home ESPRIT 50 W 220 V</b>!<br><br><ul><li>Prodotto plug-in: Sì</li><li>Tipo: <ul><li>Lampada da tavolo</li><li>Sfera</li></ul></li><li>Tipo di presa: Spina EU</li><li>Composizione: Poliestere</li><li>Voltaggio: 220 V</li><li>Tappo: E27</li><li>Lunghezza: 33 cm</li><li>Design: Città</li><li>Alto: 61 cm</li><li>Potenza: 50 W</li><li>Larghezza: 33 cm</li><li>Materiale: Ceramica</li><li>Include: Lampadina</li><li>Dimensioni appross.: 33 x 33 x 61 cm</li></ul>",https://cdnbigbuy.com/images/8424002209667_S3061711_P40.jpg,https://cdnbigbuy.com/images/8424002209667_S3061711_P30.jpg,https://cdnbigbuy.com/images/8424002209667_S3061711_P00.jpg,https://cdnbigbuy.com/images/8424002209667_S3061711_P10.jpg,,51.34,1,1,21,1,Generale,5#7,1.0,33.0,33.0,61.0,1.0,66429.0
S7919426,8412847128717,S7919426,Autres,Bricolage,Olio Lubrificante per Motori Cepsa Traction Max 5 L,Attrezza il tuo veicolo con le ultime novità del settore! Compra <b>Olio Lubrificante per Motori Cepsa Traction Max 5 L</b> e fai in modo che non ti manchi nulla!<br><br><ul><li>Tipo: Lubrificante</li><li>Capacità: 5 L</li></ul>,https://cdnbigbuy.com/images/8412847128717_S7919426_P01.jpg,,,,,45.06,1,1,17,1,Generale,5#7,4.68,30.8,23.2,10.5,4.68,7502.88
S05124634,8006540882436,S05124634,Autres,Bricolage,Dentifricio Oral-B 3D WHITE 75 ml (75 ml),"<p>Migliora la tua <b>igiene orale</b> con prodotti di qualità ad un buon prezzo, come <b>Dentifricio Oral-B 3D WHITE 75 ml (75 ml)</b>!</p><br><br><ul><li>Materiale: Cartone</li><li>Funzioni: Protezione</li><li>Caratteristiche: Dentifricio Anti-macchia</li><li>Informazioni importanti: La confezione del prodotto può variare nel design a seconda delle promozioni pubblicitarie del produttore o del periodo dell'anno. Le diverse confezioni sono disponibili fino ad esaurimento scorte.</li><li>Design: Brillante</li><li>Capacità: 75 ml</li><li>Tipo: Dentifricio/Dentifrici</li><li>Genere: Unisex</li><li>Ingredienti: <ul><li>Potassium sorbate</li><li>Sodium citrate</li><li>Sodium hexametaphosphate</li><li>Sodium hydroxide</li><li>Sodium lauryl sulfate</li><li>Sodium saccharin</li><li>Water (Aqua)</li><li>Xanthan gum</li><li>Citric acid</li><li>Hydrated silica</li><li>Peg-6</li><li>Glycerin</li><li>Carrageenan</li><li>Sucralose</li><li>Sodium fluoride</li></ul></li></ul>",https://cdnbigbuy.com/images/8006540882436_S05124634_P00.jpg,https://cdnbigbuy.com/images/8001090673923_R00.jpg,https://cdnbigbuy.com/images/8001090673923_R10.jpg,https://cdnbigbuy.com/images/8001090673923_R20.jpg,,7.79,1,1,50,1,Generale,5#7,0.13,3.3,4.9,15.5,0.13,250.64
S0574877,5054563054272,S0574877,Autres,Bricolage,Dentifricio Parodontax Complete Original Paradontax Parodontax Complete 75 ml,"<p>Migliora la tua <b>igiene orale</b> con prodotti di qualità ad un buon prezzo, come <b>Dentifricio Parodontax Complete Original Paradontax Parodontax Complete 75 ml</b>!</p><br><br><ul><li>Capacità: 75 ml</li><li>Tipo: <ul><li>Dentifricio/Dentifrici</li><li>Parafarmacia</li></ul></li><li>Genere: Unisex</li><li>Ingredienti: <ul><li>Sodium bicarbonate</li><li>Sodium saccharin</li><li>Xanthan gum</li><li>Cocamidopropyl betaine</li><li>Limonene</li><li>Linalool</li><li>Glycerin</li><li>Alcool</li><li>Sodium fluoride</li><li>Salvia officinalis (sage) oil</li><li>Chamomilla recutita extract</li><li>CI 77491</li></ul></li></ul>",https://cdnbigbuy.com/images/5054563054272_P02.jpg,,,,,8.33,1,1,50,1,Generale,5#7,0.14,4.5,4.0,17.0,0.14,306.0
S3616377,4899888525356,S3616377,Autres,Bricolage,Lettera Pincello FOAM LETTER V Lettera V (12 Unità),"I bambini meritano il meglio, per questo ti presentiamo <b>Lettera Pincello FOAM LETTER V Lettera V (12 Unità)</b>, ideale per coloro che cercano prodotti di qualità per i più piccoli! Scopri <b>Pincello</b> ai migliori prezzi!<br><br><ul><li>Design: Lettera V</li><li>Tipo: Decorazione</li><li>Colore: Bianco</li><li>Materiale: polistirene</li><li>Unità: 12 Unità</li></ul>",https://cdnbigbuy.com/images/S3616377_18430852207323_P1_icon_icon1.jpg,https://cdnbigbuy.com/images/S3616377_P01.jpg,https://cdnbigbuy.com/images/S3616377_18430852207323_P1_icon1.jpg,https://cdnbigbuy.com/images/S3616377_18430852207323_P11.jpg,,2.58,1,1,2,1,Generale,5#7,11.38,46.0,27.0,33.0,11.38,40986.0
S7903730,8425586497037,S7903730,Autres,Bricolage,Vite CELO Metallo Fosfatazione (1000 Unidades),"Se ti piace curare ogni singolo dettaglio della casa ed essere sempre alla moda in tema di prodotti che ti renderanno la vità più facile, compra <b>Vite CELO Metallo Fosfatazione (1000 Unidades)</b> al miglior prezzo.<br><br><ul><li>Adatto per: Metallo</li><li>Tipo: Scatola a viti</li><li>Colore: <ul><li>Nero</li><li>Argentato</li></ul></li><li>Materiale: Acciaio</li><li>Unità: 1000 Unidades</li><li>Uso consigliato: <ul><li>Metallo</li><li>Cartongesso</li><li>Gesso</li></ul></li><li>Non Include: Batteria</li></ul>",https://cdnbigbuy.com/images/8425586497037_00_WBG1.jpg,,,,,22.24,1,1,25,1,Generale,5#7,1.32,9.0,9.0,5.0,1.32,405.0
S3029435,8424001957897,S3029435,Autres,Bricolage,Decorazione da Parete DKD Home Decor Beige Marrone Conchiglie Fibra (70 x 3 x 57 cm),"<p>Se vuoi dare un tocco d'originalità alla tua casa, con <b>Decorazione da Parete DKD Home Decor Beige Marrone Conchiglie Fibra (70 x 3 x 57 cm)</b> potrai farlo.</p><br><br><ul><li>Colore: <ul><li>Marrone</li><li>Beige</li></ul></li><li>Materiale: <ul><li>Fibra</li><li>Conchiglie</li></ul></li><li>Stile: Bali</li><li>Dimensioni appross.: 70 x 3 x 57 cm</li><li>Tipo: Decorazione da Parete</li></ul>",https://cdnbigbuy.com/images/8424001957897_S3029435_P24.jpg,https://cdnbigbuy.com/images/8424001957897_S3029435_P04.jpg,https://cdnbigbuy.com/images/8424001957897_S3029435_P14.jpg,,,47.75,1,1,10,1,Generale,5#7,0.6,3.0,70.0,57.0,0.6,11970.0
S5717009,8447454387066,S5717009,Autres,Bricolage,Sedia da Ufficio Jorquera Piqueras y Crespo 3D036N0 Nero Verde petrolio,Torna in ufficio senza dimenticarti di nulla! Compra <b>Sedia da Ufficio Jorquera Piqueras y Crespo 3D036N0 Nero Verde petrolio</b> e sarai l'invidia dei tuoi colleghi!<br><br><ul><li>Tipo: <ul><li>Sedia da Ufficio</li><li>Pistone regolabile in altezza per sedia</li></ul></li><li>Larghezza totale: 68 cm</li><li>Altezza minima del sedile: 48 cm</li><li>Altezza massima del sedile: 61 cm</li><li>Ore di utilizzo: 8 h</li><li>Materiale delle ruote: Nylon</li><li>Materiale della seduta: <ul><li>Schiuma</li><li>PVC</li><li>Spumă/PVC</li></ul></li><li>Materiale: Nylon</li><li>Certificato: <ul><li>UNE-EN-1335</li><li>BIFMA</li></ul></li><li>Dimensione: 65 mm</li><li>Finitura: Stoffa</li><li>Caratteristiche: <ul><li>Altezza regolabile</li><li>Con braccioli</li><li>Traspirante</li><li>Supporto lombare</li></ul></li><li>Colore: <ul><li>Nero</li><li>Verde petrolio</li></ul></li><li>Altezza minima totale: 101 cm</li></ul>,https://cdnbigbuy.com/images/8447454387066_S5717009_P00.jpg,https://cdnbigbuy.com/images/8447454387066_S5717009_P60.jpg,https://cdnbigbuy.com/images/8447454387066_S5717009_P50.jpg,https://cdnbigbuy.com/images/8447454387066_S5717009_P40.jpg,,335.24,1,1,45,1,Generale,5#7,13.97,66.65,47.02,50.0,13.97,156694.15
S8901210,8412842538986,S8901210,Autres,Bricolage,Base per Ombrellone Aktive 50 x 34 x 50 cm Cemento Acciaio,"<p>Se vuoi dare un tocco d'originalità alla tua casa, con <b>Base per Ombrellone Aktive 50 x 34 x 50 cm Cemento Acciaio</b> potrai farlo.</p><br><br><p>Il <b>supporto per ombrellone Aktive</b> è progettato per offrire una base robusta e stabile che garantisca sicurezza e fermezza al tuo parasole all’aperto. Realizzato con materiali ad alta resistenza, combina un <b>tubo in acciaio</b> con un corpo in <b>cemento</b>, fornendo un peso di circa <b>25 kg</b> che assicura la stabilità necessaria anche in condizioni di vento moderato. La finitura in <b>colore nero</b> conferisce un aspetto sobrio e versatile, adatto a diversi stili di arredamento e ambienti esterni, da terrazze a giardini. Le dimensioni del supporto sono di circa <b>50 x 34 x 50 cm</b>, misure che facilitano l’installazione e garantiscono un buon equilibrio per ombrelloni con tubi fino a 4,8 cm di diametro. Questa base per ombrellone è pensata per offrire una soluzione pratica e duratura, grazie all’uso del cemento come base pesante che evita spostamenti indesiderati e all’acciaio che conferisce rigidità e resistenza strutturale. Inoltre, il design permette un fissaggio semplice del parasole, ottimizzando la funzionalità senza compromettere la stabilità. Con questo prodotto, Aktive offre una base solida e affidabile che facilita un uso sicuro dei parasoli, contribuendo a creare ambienti esterni confortevoli e protetti dal sole.</p><br><br><ul><li>Materiale: <ul><li>Acciaio</li><li>Cemento</li></ul></li><li>Peso circa: 25 kg</li><li>Caratteristiche: Resistente e duraturo</li><li>Dimensioni appross.: 50 x 34 x 50 cm</li><li>Tipo: Base per Ombrellone</li></ul>",https://cdnbigbuy.com/images/8412842538986_S8901210_P02.jpg,https://cdnbigbuy.com/images/8412842538986_S8901210_P12.jpg,https://cdnbigbuy.com/images/8412842538986_S8901210_P32.jpg,,,45.72,1,1,2,1,Generale,5#7,27.0,34.0,50.0,50.0,27.0,85000.0
S7275023,8430622761232,S7275023,Autres,Bricolage,Orologio Donna Festina F20509/2,"Se ti piace seguire le ultime tendenze per quanto riguarda moda e accessori, compra <b>Orologio Donna Festina F20509/2</b> al miglior prezzo.<br><br><ul><li>Genere: Donna</li><li>Anelli extra: No</li><li>Tipo di orologio: Orologio da polso</li><li>Paese/regione di produzione: Cina</li><li>Materiale del cinturino: Acciaio inossidabile</li><li>Materiale della scatola: Acciaio inossidabile</li><li>Colore: Argentato</li><li>Diametro: 31 mm</li><li>Tipo di movimento: Quarzo</li></ul>",https://cdnbigbuy.com/images/8430622761232_S7275023_P01.jpg,https://cdnbigbuy.com/images/74080_mandatory-watch1.jpg,,,,129.87,1,1,50,1,Generale,5#7,0.4,39.0,19.0,10.0,0.4,7410.0
S9124888,0730143314190,S9124888,Autres,Bricolage,Processore AMD Ryzen 5 5600 AMD AM4 AMD Ryzen 5 5600U,"Se sei un appassionato d'<b>informatica ed elettronica</b>, ti piace stare al passo con la più recente tecnologia senza lasciarti sfuggire nessun dettaglio, acquista <b>Processore AMD Ryzen 5 5600 AMD AM4 AMD Ryzen 5 5600U</b> al miglior prezzo.<br><br><ul><li>Tipo: <ul><li>Processore</li><li>DDR4</li></ul></li><li>Velocità: <ul><li>4.20 GHz</li><li>4,4 Ghz</li><li>3,5 GHz</li><li>4.4 GHz</li></ul></li><li>Velocità di memoria supportata: <ul><li>3200 mhz</li><li>2933 mhz</li><li>2667 mhz</li></ul></li><li>Potenza: 65 W</li><li>Litografia: 7 NM</li><li>Famiglia di processori: <ul><li>AMD Ryzen 5</li><li>AMD</li></ul></li><li>Compatibile: <ul><li>pci express 4.0</li><li>DDR4-SDRAM</li></ul></li><li>Cache: <ul><li>L3</li><li>32 MB</li></ul></li><li>Nuclei: 6 Nuclei</li><li>Processore: <ul><li>AMD RYZEN™ 5 5600</li><li>AMD Ryzen 5 5600</li><li>AMD RYZEN 5 5600</li></ul></li><li>Socket: AMD AM4</li><li>Colore: Nero</li><li>Piattaforma: Windows</li><li>Non Include: Adattatore grafico discreto</li><li>Versione: 4.0</li></ul>",https://cdnbigbuy.com/images/0730143314190_R01.jpg,https://cdnbigbuy.com/images/614935381.jpg,https://cdnbigbuy.com/images/0730143314190_R11.jpg,https://cdnbigbuy.com/images/0730143314190_R21.jpg,,139.75,1,1,50,1,Generale,5#7,0.43,13.5,7.5,13.5,0.43,1366.88
S0597905,8470001571694,S0597905,Autres,Bricolage,Colluttorio Oraldine Antiséptico Antisettico 200 ml,"<p>Migliora la tua <b>igiene orale</b> con prodotti di qualità ad un buon prezzo, come <b>Colluttorio Oraldine Antiséptico Antisettico 200 ml</b>!</p><br><br><ul><li>Tipo: <ul><li>Igiene</li><li>Uso quotidiano</li></ul></li><li>Proprietà: <ul><li>Antisettico</li><li>Antiplacca</li><li>Gengive Sane</li></ul></li><li>Caratteristiche: Fungicida</li><li>Capacità: <ul><li>100 ml</li><li>200 ml</li></ul></li><li>Genere: Unisex</li><li>Ingredienti: <ul><li>Polysorbate 60</li><li>Sodium saccharin</li><li>Water (Aqua)</li><li>Citric acid</li><li>Menthol</li><li>Alcool</li><li>Methyl salicylate</li></ul></li></ul>",https://cdnbigbuy.com/images/8470001571694_R0_WBG3.jpg,,,,,7.65,1,1,50,1,Generale,5#7,0.32,6.0,6.0,14.0,0.32,504.0
S9106360,4030152091317,S9106360,Autres,Bricolage,Olio Lubrificante per Distruggidocumenti HP HPO9131OIL120ML 120 ml Distruggi Documenti,"Se sei un appassionato d'<b>informatica ed elettronica</b>, ti piace stare al passo con la più recente tecnologia senza lasciarti sfuggire nessun dettaglio, acquista <b>Olio Lubrificante per Distruggidocumenti HP HPO9131OIL120ML 120 ml Distruggi Documenti</b> al miglior prezzo.<br><br><ul><li>Capacità: 120 ml</li><li>Tipo: <ul><li>Olio Lubrificante</li><li>Distruggi Documenti</li></ul></li></ul>",https://cdnbigbuy.com/images/4030152091317_R01.jpg,https://cdnbigbuy.com/images/4030152091317_R11.jpg,https://cdnbigbuy.com/images/4030152091317_R31.jpg,,,10.57,1,1,10,1,Generale,5#7,0.15,14.5,6.5,2.8,0.15,263.9
S3057849,8424002146665,S3057849,Autres,Bricolage,Lampada da tavolo Home ESPRIT Bianco 50 W 220 V 15 x 15 x 58 cm,"<p>Se vuoi dare un tocco d'originalità alla tua casa, con <b>Lampada da tavolo Home ESPRIT Bianco 50 W 220 V 15 x 15 x 58 cm</b> potrai farlo.</p><br><br><ul><li>Prodotto plug-in: Sì</li><li>Tipo: Lampada da tavolo</li><li>Tipo di presa: Spina EU</li><li>Colore: Bianco</li><li>Composizione: Poliestere</li><li>Voltaggio: 220 V</li><li>Tappo: E27</li><li>Lunghezza: 15 cm</li><li>Design: <ul><li>Città</li><li>Cromato</li></ul></li><li>Alto: 58 cm</li><li>Potenza: 50 W</li><li>Larghezza: 15 cm</li><li>Materiale: Ferro</li><li>Non Include: Lampadina</li><li>Dimensioni appross.: 15 x 15 x 58 cm</li></ul>",https://cdnbigbuy.com/images/8424002146665_S3057849_P30.jpg,https://cdnbigbuy.com/images/8424002146665_S3057849_P00.jpg,https://cdnbigbuy.com/images/8424002146665_S3057849_P10.jpg,https://cdnbigbuy.com/images/8424002146665_S3057849_P20.jpg,,35.39,1,1,10,1,Generale,5#7,1.1,15.0,15.0,58.0,1.1,13050.0
S7152858,3047404060466,S7152858,Autres,Bricolage,Rubinetto Monocomando Rousseau Grigio Acciaio inossidabile Ottone,"Se stai pensando di rinnovare la tua cucina, acquista <b>Rubinetto Monocomando Rousseau Grigio Acciaio inossidabile Ottone</b> e altri <b> prodotti Rousseau</b>! La migliore qualità al miglior prezzo è ora a portata di mano!<br><br><ul><li>Taglia: 8</li><li>Tipo: Kitchen Tap</li><li>Colore: Grigio</li><li>Materiale: <ul><li>Acciaio inossidabile</li><li>Ottone</li></ul></li><li>Caratteristiche: <ul><li>Girevole</li><li>Manico in metallo</li><li>Risparmio di acqua</li></ul></li><li>Finitura: Cromato</li><li>Uso consigliato: Lavello</li></ul>",https://cdnbigbuy.com/images/3047404060466_S7152858_P02.jpg,,,,,78.58,1,1,10,1,Generale,5#7,1.72,39.0,24.2,6.2,1.72,5851.56
S91123761,5906638169780,S91123761,Autres,Bricolage,Cibo per gatti Paka Zwierzaka Agnello 400 g,"Se sei alla ricerca di novità alla moda sul mercato, ti presentiamo <b>Cibo per gatti Paka Zwierzaka Agnello 400 g</b>!<br><br><ul><li>Animale Domestico: Gatto</li><li>Tipo: <ul><li>Cibo per gatti</li><li>Cibo secco o mangime</li></ul></li><li>Gusto: Agnello</li><li>Uso consigliato: Animale domestico con allergia o intolleranza alimentare</li><li>Ingredienti: <ul><li>Grasso</li><li>Fibra</li></ul></li><li>Umidità: 9%</li><li>Capacità: 400 g</li></ul><br><br>Informazioni importanti: Senza Glutine. <br><br> Informazioni importanti: Senza zucchero. <br><br> Informazioni importanti: Senza soia. <br><br> AVVERTENZE: Conserva sempre il prodotto in un contenitore sigillato.. <br><br> AVVERTENZE: Conservare in un luogo fresco e asciutto.. <br><br> AVVERTENZE: Tenere fuori dalla portata dei bambini..",https://cdnbigbuy.com/images/5906638169780_S91123761_P00.jpg,,,,,9.17,1,1,10,1,Generale,5#7,0.41,23.6,5.3,16.7,0.41,2088.84
S3407118,8420327497536,S3407118,Autres,Bricolage,"Lampada da tavolo Versa 13 x 13 x 29,5 cm Ceramica Metallo","<p>Se vuoi dare un tocco d'originalità alla tua casa, con <b>Lampada da tavolo Versa 13 x 13 x 29,5 cm Ceramica Metallo</b> potrai farlo.</p><br><br><ul><li>Materiale: <ul><li>Metallo</li><li>Ceramica</li></ul></li><li>Dimensioni appross.: 13 x 13 x 29,5 cm</li><li>Tipo: <ul><li>Lampada da tavolo</li><li>Lampada</li></ul></li><li>Colore: Grigio chiaro</li><li>Prodotto plug-in: Sì</li><li>Tipo di presa: Spina EU</li><li>Batterie incluse: No</li><li>Composizione: Plastica</li><li>Peso: 380 g</li></ul>",https://cdnbigbuy.com/images/8420327497536_001.jpg,,,,,18.19,1,1,50,1,Generale,5#7,0.38,31.0,14.5,14.5,0.38,6517.75
S7915553,8727900853803,S7915553,Autres,Bricolage,Lampadina Alogena Osram Plusline ES 240W 230 W Lineare R7s 5000 Lm (2900 K),"Se ti piace curare ogni singolo dettaglio della casa ed essere sempre alla moda in tema di prodotti che ti renderanno la vità più facile, compra <b>Lampadina Alogena Osram Plusline ES 240W 230 W Lineare R7s 5000 Lm (2900 K)</b> al miglior prezzo.<br><br><ul><li>Prodotto plug-in: Sì</li><li>Tipo di presa: Spina EU</li><li>Potenza: 230 W</li><li>Forma: Lineare</li><li>Tipo di luce: Luce calda</li><li>Tappo: R7s</li><li>Voltaggio: <ul><li>220-240 V</li><li>230 V</li></ul></li><li>Temperatura di colore: 2900 K</li><li>Angolo: 360º</li><li>Flusso luminoso: 5000 Lm</li><li>Dimensioni appross.: 118 mm</li><li>Fonte di Alimentazione: Cavo elettrico</li></ul>",https://cdnbigbuy.com/images/8727900853803_S7915553_P03.jpg,https://cdnbigbuy.com/images/8727900853803_S7915553_P0_icon3.jpg,https://cdnbigbuy.com/images/8727900853803_S7915553_P13.jpg,,,10.5,1,1,50,1,Generale,5#7,0.01,1.1,1.1,11.8,0.01,14.28
S5631148,0195713461009,S5631148,Autres,Bricolage,Altoparlante Lenovo 4XD1C82055 Nero,"Se sei un appassionato d'<b>informatica ed elettronica</b>, ti piace stare al passo con la più recente tecnologia senza lasciarti sfuggire nessun dettaglio, acquista <b>Altoparlante Lenovo 4XD1C82055 Nero</b> al miglior prezzo.<br><br><ul><li>Potenza: 3 W</li></ul>",https://cdnbigbuy.com/images/0195713461009_S5631148_P00.jpg,,,,,125.52,1,1,5,1,Generale,5#7,2.73,24.53,25.4,25.18,2.73,15688.7
S05123162,8436031120288,S05123162,Autres,Bricolage,Integratore Alimentare CYSTICLEAN ProB 30 Unità,"Se ti piace prenderti cura della tua salute e sei alla ricerca di prodotti che ti offrano <b>protezione e benessere</b>, compra <b>Integratore Alimentare CYSTICLEAN ProB 30 Unità</b> e molti altri <b>prodotti CYSTICLEAN</b> ai migliori prezzi!<br><br><ul><li>Tipo: <ul><li>Integratore Alimentare</li><li>Dermocosmesi</li><li>Parafarmacia</li></ul></li><li>Genere: Donna</li><li>Formato: Compresse</li><li>Unità: 30 Unità</li><li>Ingredienti: Mirtilli</li></ul>",https://cdnbigbuy.com/images/8436031120288_S05123162_P00.jpg,,,,,25.46,1,1,10,1,Generale,5#7,0.03,4.0,7.0,11.5,0.03,322.0
S64161822,0194433895989,S64161822,Autres,Bricolage,Cappello Converse Chuck Patch Multicolore,"Se stai pensando di rinnovare il tuo armadio, compra <b>Cappello Converse Chuck Patch Multicolore</b> e altri <b>prodotti Converse</b>! La migliore qualità al miglior prezzo è già a portata di mano!<br><br><ul><li>Colore: Multicolore</li><li>Genere: <ul><li>Unisex</li><li>Uomo</li></ul></li><li>Età consigliata: Adulti</li><li>Taglia: Taglia unica</li><li>Tipo di chiusura: Cerniera</li></ul>",https://cdnbigbuy.com/images/0194433895989_S64161822_P00.jpg,https://cdnbigbuy.com/images/0194433895989_S64161822_P20.jpg,,,,25.05,1,1,1,1,Generale,5#7,0.12,12.17,18.01,22.86,0.12,5010.49
S8420444,8435095308205,S8420444,Autres,Bricolage,Copertine per rilegatura Yosan Trasparente A4 PVC 100 Pezzi,Torna in ufficio senza dimenticarti di nulla! Compra <b>Copertine per rilegatura Yosan Trasparente PVC A4 (100 Unità)</b> e sarai l'invidia dei tuoi colleghi!<br><ul><li>Colore: Trasparente</li><li>Dimensione: A4</li><li>Materiale: PVC</li><li>Unità: 100 Unità</li><li>Tipo: Copertine per rilegatura</li></ul>,https://cdnbigbuy.com/images/S8420444_8435095507172_S8420439_P10.jpg,https://cdnbigbuy.com/images/8435095308205_S8420444_P00.jpg,,,,12.81,1,1,25,1,Generale,5#7,0.4,1.0,21.0,29.8,0.4,625.8
S6100341,4022853069122,S6100341,Autres,Bricolage,"Collare per Cani Hs Sprenger Argentato 2,5 mm Maglie Ritorto (45 cm)","Se sei alla ricerca di novità alla moda sul mercato, ti presentiamo <b>Collare per Cani Hs Sprenger Argentato 2,5 mm Maglie Ritorto (45 cm)</b>!<br><ul><li>Materiale: Acciaio inossidabile</li><li>Dimensioni appross.: 45 cm</li><li>Design: Maglie</li><li>Colore: Argentato</li><li>Spessore: 2,5 mm</li><li>Animale Domestico: Cane</li><li>Maglie: Ritorto</li><li>Tipo: Collare per Cani</li></ul>",https://cdnbigbuy.com/images/4022853069122_00_WBG3.jpg,,,,,14.12,1,1,10,1,Generale,5#7,0.07,45.96,2.13,2.8,0.07,274.11
S3628953,4899888635659,S3628953,Autres,Bricolage,Set da Bagno Berilo B8108-S3-MINT Nero Verde polipropilene (12 Unità),"Se ti piace curare ogni singolo dettaglio della casa ed essere sempre alla moda in tema di prodotti che ti renderanno la vità più facile, compra <b>Set da Bagno Berilo B8108-S3-MINT Nero Verde polipropilene (12 Unità)</b> al miglior prezzo.<br><br><ul><li>Tipo: Set da Bagno</li><li>Numero di pezzi: 3 Pezzi</li><li>Include: <ul><li>Vassoio</li><li>Portaspazzolini da Denti</li><li>Dispenser di Sapone</li></ul></li><li>Dimensioni appross.: <ul><li>7,3 x 7,3 x 17,5 cm</li><li>15 x 7,3 x 1,5 cm</li><li>7,3 x 7,3 x 11 cm</li></ul></li><li>Colore: <ul><li>Nero</li><li>Verde</li></ul></li><li>Materiale: polipropilene</li><li>Unità: 12 Unità</li></ul>",https://cdnbigbuy.com/images/S3628953_68161_1689849142-cropped_icon1.jpg,https://cdnbigbuy.com/images/S3628953_68161_1689849158-cropped1.jpg,https://cdnbigbuy.com/images/S3628953_68161_1689849142-cropped1.jpg,,,43.28,1,1,50,1,Generale,5#7,2.5,33.0,47.0,20.0,2.5,31020.0
S7280980,8430622787829,S7280980,Autres,Bricolage,Orecchini Donna Lotus LP3389-4/2,"Ti presentiamo <b>Orecchini Donna Lotus LP3389-4/2</b> e un'ampia gamma di anelli, bracciali, orecchini, ciondoli, ecc. a buon prezzo. Scopri gli esclusivi ed eleganti pezzi di gioielli e bigiotteria per tutti i gusti e stili.<br><br><ul><li>Genere: Donna</li><li>Tipo: Orecchini Donna</li></ul>",https://cdnbigbuy.com/images/8430622787829_R01.jpg,https://cdnbigbuy.com/images/8430622787829_R11.jpg,,,,80.12,1,1,50,1,Generale,5#7,0.29,9.95,9.94,9.73,0.29,962.33
