sku,ean,sku_manufacturer,brand,mm_category,title,description,image_1,image_2,image_3,image_4,image_5,product_price_vat_inc,min_quantity,increment,quantity,use_grid,carrier_grid_1,shipping_time_carrier_grid_1,width,width_unit,height,height_unit,length,length_unit,weight,weight_unit,volume,DisplayWeight,Parent_SKU,parent_title
S2241151,4899888822868,S2241151,Autres,20204,Tavolo aggiuntivo MobleKit Marrone Nero 40 x 40 x 40 cm (2 Unità),"Se sei alla ricerca di novità alla moda sul mercato, ti presentiamo <b>Tavolo aggiuntivo MobleKit Marrone Nero 40 x 40 x 40 cm (2 Unità)</b>!<br><br><ul><li>Tipo: Tavolo aggiuntivo</li><li>Colore: <ul><li>Marrone</li><li>Nero</li></ul></li><li>Materiale: Legno</li><li>Unità: 2 Unità</li><li>Dimensioni appross.: 40 x 40 x 40 cm</li></ul>",https://cdnbigbuy.com/images/s2241151_p1_icon0.jpg,https://cdnbigbuy.com/images/S2241151_P30.jpg,https://cdnbigbuy.com/images/S2241151_P20.jpg,https://cdnbigbuy.com/images/S2241151_P10.jpg,https://cdnbigbuy.com/images/S2241151_P00.jpg,32.09,1,1,50,1,Generale,5#7,6.0,cm,43.0,cm,41.0,cm,6.49,kg,10578.0,6.49,1250176,Tavolo aggiuntivo MobleKit Marrone Nero 40 x 40 x 40 cm (2 Unità)
S0395440,0889214493200,S0395440,Autres,20204,Occhiali da sole Uomo Guess GU00108-6005B ø 60 mm,"Se ti piace sfoggiare le ultime novità in tema di <b>moda e accessori</b> e gli accessori sono fondamentali per la tua immagine, non lasciarti sfuggire <b>Occhiali da sole Uomo Guess GU00108-6005B ø 60 mm</b>! Vantati delle migliori marche di <b>occhiali da sole</b>.<br><br><ul><li>Genere: <ul><li>Donna</li><li>Uomo</li><li>Unisex</li></ul></li><li>Protezione: Proteggono al 100% dei raggi UV (UV400)</li><li>Tipo: <ul><li>Occhiali da Sole</li><li>Occhiali da sole Uomo</li></ul></li><li>Colore della montatura: Nero</li><li>Design: Quadrato</li><li>Materiale delle lenti: Policarbonato</li><li>Colore: <ul><li>Nero</li><li>Grigio</li></ul></li><li>Materiale: Metallo</li><li>Include: Include custodia o copertura del marchio</li><li>Ponte: 17 mm</li><li>Stanghette: 140 mm</li><li>Lenti: ø 60 mm</li></ul>",https://cdnbigbuy.com/images/0889214493200_S05125040_P00.jpg,https://cdnbigbuy.com/images/0889214493200_S0395440_P10.jpg,https://cdnbigbuy.com/images/0889214493200_R60.jpg,https://cdnbigbuy.com/images/0889214493200_R40.jpg,https://cdnbigbuy.com/images/0889214493200_R00.jpg,49.87,1,1,10,1,Generale,5#7,10.0,cm,10.0,cm,10.0,cm,0.3,kg,1000.0,0.3,1252511,Occhiali da sole Uomo Guess GU00108-6005B ø 60 mm
S0394475,7613272354882,S0394475,Autres,20204,Orologio Uomo Hugo Boss 1513730 (Ø 42 mm),"Se ti piace seguire le ultime tendenze per quanto riguarda moda e accessori, compra <b>Orologio Uomo Hugo Boss 1513730 (Ø 42 mm)</b> al miglior prezzo.<br><br><ul><li>Genere: Uomo</li><li>Anelli extra: No</li><li>Tipo di orologio: Orologio da polso</li><li>Caratteristiche: Data</li><li>Materiale della cassa dell'orologio: Acciaio inossidabile</li><li>Tipo di movimento: Quarzo</li><li>Cristallo: Minerale</li><li>Impermeabilità: 3 atm</li><li>Include: Include custodia o copertura del marchio</li><li>Tipo di chiusura: Farfalla</li><li>Colore del quadrante: Nero</li><li>Colore della custodia dell'orologio: Grigio</li><li>Colore del cinturino: Grigio</li><li>Materiale del cinturino: Acciaio inossidabile</li><li>Diametro della cassa dell'orologio: Ø 42 mm</li></ul>",https://cdnbigbuy.com/images/7613272354882_S0394475_P00.jpg,https://cdnbigbuy.com/images/7613272354882_R30.jpg,https://cdnbigbuy.com/images/7613272354882_I20.jpg,https://cdnbigbuy.com/images/7613272354882_R40.jpg,https://cdnbigbuy.com/images/7613272354882_R00.jpg,238.76,1,1,5,1,Generale,5#7,19.0,cm,10.0,cm,32.0,cm,0.4,kg,6080.0,0.4,1239153,Orologio Uomo Hugo Boss 1513730 (Ø 42 mm)
M0126490,8470001740656,M0126490,Autres,20204,Integratore Alimentare Leotron Leotron Vitaminas Coenzima Q10 Pappa reale,"Se ti piace prenderti cura della tua salute e sei alla ricerca di prodotti che ti offrano <b>protezione e benessere</b>, compra <b>Integratore Alimentare Leotron Leotron Vitaminas Coenzima Q10 Pappa reale</b> e molti altri <b>prodotti Leotron</b> ai migliori prezzi!<br><br><p>Il <b>Leotron Vitaminas</b> del marchio Leotron è un <b>integratore alimentare</b> pensato per adulti di genere unisex che offre una combinazione equilibrata di nutrienti essenziali per il benessere generale. Ogni confezione contiene <b>60 compresse</b>, formulate con ingredienti chiave come la <b>vitamina C</b>, nota per la sua funzione antiossidante e il supporto al sistema immunitario; la <b>vitamina E</b>, che aiuta a proteggere le cellule dai danni ossidativi; e la <b>coenzima Q-10</b>, un composto coinvolto nella produzione di energia cellulare e nel mantenimento della salute cardiovascolare. Include inoltre la <b>gelatina reale</b>, che apporta fattori nutritivi naturali utili per la vitalità e l’equilibrio dell’organismo, e la <b>biotina</b>, fondamentale per la salute di pelle, capelli e unghie. Questo prodotto sviluppato in Spagna offre una formula completa e bilanciata, adatta a persone adulte che desiderano integrare le vitamine in modo pratico e sicuro. La combinazione di questi ingredienti principali è studiata per favorire sia la protezione cellulare sia il mantenimento delle funzioni vitali, rendendo Leotron Vitaminas un integratore ideale da inserire nella routine quotidiana di nutrizione. In sintesi, questo supplemento fornisce elementi nutritivi essenziali in compresse facili da assumere, rispondendo alle esigenze di un pubblico ampio e attento.</p><br><br><ul><li>Ingredienti: <ul><li>Coenzima Q10</li><li>Pappa reale</li><li>Biotina</li><li>Vitamina C</li><li>Vitamina B3</li><li>Vitamina E</li><li>Vitamina B6</li><li>Vitamina B5</li><li>Vitamina B2</li><li>Vitamina D3</li><li>Vitamina B8</li><li>Calcio</li><li>Vitamina B12</li><li>Magnesio</li><li>Fumarato ferroso</li><li>Zinco</li><li>Potassium iodide</li><li>Selenite di sodio</li></ul></li><li>Formato: Compresse</li><li>Tipo: <ul><li>Integratore Alimentare</li><li>Parafarmacia</li></ul></li><li>Proprietà: Elevato apporto di energia e vitalità</li><li>Genere: Unisex</li><li>Unità: 60 Unità</li><li>Gusto: Arancio</li><li>Età consigliata: Adulti</li></ul><br><br>Informazioni importanti: Senza Glutine. <br><br> Informazioni importanti: Senza lattosio. <br><br> Informazioni importanti: Senza zucchero.",https://cdnbigbuy.com/images/8470001740656_S05115287_P00.jpg,https://cdnbigbuy.com/images/8470001740656_R20.jpg,https://cdnbigbuy.com/images/8470001740656_R00.jpg,https://cdnbigbuy.com/images/8470001740656_R10.jpg,,28.29,1,1,19,1,Generale,5#7,8.4,cm,13.3,cm,8.0,cm,0.36,kg,893.76,0.36,1246999,Integratore Alimentare Leotron Leotron Vitaminas Coenzima Q10 Pappa reale
S8441254,8427291074596,S8441254,Autres,20204,"Agenda Oxford MY'FAB A5 21 x 14,8 cm 2026 (5 Unità)","Torna in ufficio senza dimenticarti di nulla! Compra <b>Agenda Oxford MY'FAB A5 21 x 14,8 cm 2026 (5 Unità)</b> e sarai l'invidia dei tuoi colleghi!<br><br><ul><li>Anno: 2026</li><li>Tipo: Agenda</li><li>Colore: <ul><li>Azzurro</li><li>Nero</li></ul></li><li>Dimensione: A5</li><li>Formato: Giorno a vista</li><li>Lingua: <ul><li>Spagnolo</li><li>portoghese</li><li>Catalano</li><li>Basco</li><li>Galiziano</li></ul></li><li>Rilegatura: Spirale</li><li>Unità: 5 Unità</li><li>Fogli: 320 Fogli</li><li>Tipo di chiusura: Gomma</li><li>Calendario: 12 Mesi</li><li>Dimensioni appross.: 21 x 14,8 cm</li></ul><br><br>Informazioni importanti: Disegni assortiti inviati in modo aleatorio a seconda della disponibilità in magazzino.",https://cdnbigbuy.com/images/8427291074596_S8441254_P00.jpg,,,,,125.05,1,1,1,1,Generale,5#7,21.6,cm,14.9,cm,13.1,cm,0.57,kg,4216.1,0.57,1237050,"Agenda Oxford MY'FAB A5 21 x 14,8 cm 2026 (5 Unità)"
M0126557,4064666897936,M0126557,Autres,20204,Trattamento per Capelli Ricostruttore Nioxin System 1 Scalp 100 ml,"<p>Vuoi valorizzare la tua immagine ed esaltare la tua bellezza? Allora con <b>Trattamento per Capelli Ricostruttore Nioxin System 1 Scalp 100 ml</b>&nbsp;sar&agrave; possibile. Sfrutta i benefici e i vantaggi dei <b>prodotti Nioxin</b>&nbsp;e degli altri <b>accessori per l'acconciatura</b>, tutti di marche <b>100% originali</b>.<b>&nbsp;</b></p><br><br><ul><li>Tipo: Trattamento per Capelli</li><li>Genere: Unisex</li><li>Capacità: 100 ml</li><li>Caratteristiche: Non necessita di risciacquo</li></ul>",https://cdnbigbuy.com/images/4064666897936_R00.jpg,https://cdnbigbuy.com/images/4064666897936_R30.jpg,https://cdnbigbuy.com/images/4064666897936_R40.jpg,https://cdnbigbuy.com/images/4064666897936_R60.jpg,https://cdnbigbuy.com/images/4064666897936_R50.jpg,27.28,1,1,9,1,Generale,5#7,10.2,cm,11.9,cm,8.0,cm,0.37,kg,971.04,0.37,1250927,Trattamento per Capelli Ricostruttore Nioxin System 1 Scalp 100 ml
S2241205,4899888823223,S2241205,Autres,20204,Tavolo aggiuntivo MobleKit Bianco Marrone 78 x 38 x 38 cm Legno (3 Unità),"Se sei alla ricerca di novità alla moda sul mercato, ti presentiamo <b>Tavolo aggiuntivo MobleKit Bianco Marrone 78 x 38 x 38 cm Legno (3 Unità)</b>!<br><br><ul><li>Tipo: Tavolo aggiuntivo</li><li>Materiale: <ul><li>Legno</li><li>Metallo</li></ul></li><li>Colore: <ul><li>Bianco</li><li>Marrone</li></ul></li><li>Unità: 3 Unità</li><li>Dimensioni appross.: 78 x 38 x 38 cm</li></ul>",https://cdnbigbuy.com/images/s2241205_p1_icon0.jpg,https://cdnbigbuy.com/images/S2241205_P40.jpg,https://cdnbigbuy.com/images/S2241205_P30.jpg,https://cdnbigbuy.com/images/S2241205_P20.jpg,https://cdnbigbuy.com/images/S2241205_P10.jpg,75.59,1,1,50,1,Generale,5#7,16.5,cm,41.0,cm,79.5,cm,1.0,kg,53781.75,1.0,1250339,Tavolo aggiuntivo MobleKit Bianco Marrone 78 x 38 x 38 cm Legno (3 Unità)
S8441727,8422952410980,S8441727,Autres,20204,"Agenda Finocam DUOBAND Azzurro A5 15,5 x 21,2 cm","Se sei alla ricerca di novità alla moda sul mercato, ti presentiamo <b>Agenda Finocam DUOBAND Azzurro A5 15,5 x 21,2 cm</b>!<br><br><p>La <b>agenda DUOBAND</b> del marchio Finocam è una <b>agenda</b> versatile e funzionale, pensata per chi cerca organizzazione con un tocco elegante e giovanile. Presenta una <b>copertina rigida blu</b> in <b>pelle sintetica</b> che garantisce resistenza e una finitura curata, accompagnata da una rilegatura a <b>spirale</b> che facilita l’uso e l’apertura completa, ideale sia per la scrivania che da portare ovunque. Il formato è di dimensioni <b>A5</b> vicino a <b>15,5 x 21,2 cm</b>, offrendo il vantaggio di essere maneggevole e abbastanza ampio per annotare comodamente le note quotidiane. Include un <b>bloc notes indipendente</b> con fogli bianchi da <b>70 grammi</b>, realizzati in <b>carta FSC senza cloro</b>, utilizzabile come ricambio per un uso prolungato e sostenibile dell’agenda. Per facilitare l’organizzazione, dispone di <b>angoli microforati</b> che permettono di individuare rapidamente la pagina del giorno o della settimana in corso, e di una pratica <b>chiusura con elastico</b> che assicura il contenuto e protegge l’agenda durante il trasporto. All’interno, l’agenda offre il calendario completo dell’anno, con informazioni in formato giornaliero, dati di interesse annuale, onomastici e festività nazionali, tutto in <b>lingua spagnola</b>. Inoltre, è dotata di un <b>tasca interna</b> per conservare documenti o appunti extra, aggiungendo funzionalità senza aumentare le dimensioni. Il design consente di mantenere la copertina e rinnovare solo il blocco annuale, una soluzione ecologica ed economica che trasforma la copertina in una custodia riutilizzabile per libri o quaderni. In sintesi, l’agenda DUOBAND unisce praticità, qualità dei materiali e un design pensato per l’utente moderno che apprezza organizzazione ed estetica. Un prodotto adatto sia all’ambiente professionale che personale.</p><br><br><ul><li>Tipo: Agenda</li><li>Colore: Azzurro</li><li>Include: Tasca interna</li><li>Grammatura: 70 g/m²</li><li>Tipo di chiusura: Gomma</li><li>Rilegatura: Spirale</li><li>Lingua: Spagnolo</li><li>Formato: Giorno a vista</li><li>Materiale: <ul><li>Ecopelle</li><li>Carta</li></ul></li><li>Dimensione: A5</li><li>Calendario: 12 Mesi</li><li>Dimensioni appross.: 15,5 x 21,2 cm</li></ul>",https://cdnbigbuy.com/images/8422952410980_S8441727_P00.jpg,https://cdnbigbuy.com/images/8422952410980_R60.jpg,https://cdnbigbuy.com/images/8422952410980_R20.jpg,https://cdnbigbuy.com/images/8422952410980_R70.jpg,https://cdnbigbuy.com/images/8422952410980_R30.jpg,29.05,1,1,1,1,Generale,5#7,21.6,cm,14.9,cm,13.1,cm,0.67,kg,4216.1,0.67,1231564,"Agenda Finocam DUOBAND Azzurro A5 15,5 x 21,2 cm"
S64179387,9998454644066,S64179387,Autres,20204,Zaino Sportivo Joma Sport  Diamond II Arancio,Mettiti in forma e scopri le ultime novità del settore per fare sport con le migliori garanzie! Compra <b>Zaino Sportivo Joma Sport  Diamond II Arancio</b> al miglior prezzo e goditi una vita salutare!<br><br><ul><li>Tipo: Zaino Sportivo</li><li>Colore: Arancio</li><li>Genere: Unisex</li><li>Età consigliata: Adulti</li><li>Taglia: S</li></ul>,https://cdnbigbuy.com/images/9998454644066_S64179387_P00.jpg,,,,,26.89,1,1,1,1,Generale,5#7,35.0,cm,34.8,cm,20.6,cm,0.95,kg,25090.8,0.95,1175322,Zaino Sportivo Joma Sport  Diamond II Arancio
M1203271,4007140007711,M1203271,Autres,20204,Sbavatrice RUKO,"Se sei alla ricerca di novità alla moda sul mercato, ti presentiamo <b>Sbavatrice RUKO</b>!<br><br><ul><li>Colore: Rosso</li><li>Tipo: Sbavatrice</li><li>Caratteristiche: Doppia</li><li>Tipo di manico: Plastica</li></ul>",https://cdnbigbuy.com/images/4007140007711_M1203271_P00.jpg,https://cdnbigbuy.com/images/4007140007711_M1203271_P10.jpg,https://cdnbigbuy.com/images/4007140007711_M1203271_P20.jpg,,,39.61,1,1,50,1,Generale,5#7,12.0,cm,3.0,cm,33.0,cm,0.18,kg,1188.0,0.18,1231279,Sbavatrice RUKO
S72131081,4894816161132,S72131081,Autres,20204,Orologio Uomo Police PEWJK2227814,"Se ti piace seguire le ultime tendenze per quanto riguarda moda e accessori, compra <b>Orologio Uomo Police PEWJK2227814</b> al miglior prezzo.<br><br><ul><li>Genere: Uomo</li><li>Anelli extra: No</li><li>Tipo di orologio: Orologio da polso</li></ul>",https://cdnbigbuy.com/images/4894816161132_S72131081_P00.jpg,https://cdnbigbuy.com/images/130107_mandatory-watch0.jpg,https://cdnbigbuy.com/images/4894816161132_R10.jpg,https://cdnbigbuy.com/images/4894816161132_S72131081_P20.jpg,https://cdnbigbuy.com/images/4894816161132_R20.jpg,261.71,1,1,2,1,Generale,5#7,12.4,cm,10.1,cm,14.2,cm,0.3,kg,1778.41,0.3,1246571,Orologio Uomo Police PEWJK2227814
M0319408,4713213516775,M0319408,Autres,20204,Memoria RAM Qnap RAM16GDR4ECT0UD2666 16 GB DDR4 2666 MHz,"Se sei un appassionato d'<b>informatica ed elettronica</b>, ti piace stare al passo con la più recente tecnologia senza lasciarti sfuggire nessun dettaglio, acquista <b>Memoria RAM Qnap RAM16GDR4ECT0UD2666 16 GB DDR4 2666 MHz</b> al miglior prezzo.<br><br><ul><li>Capacità: 16 GB</li><li>Tipo: <ul><li>DDR4</li><li>Memoria (RAM)</li></ul></li><li>Formato: 1 x 16 GB</li><li>Velocità di memoria supportata: 2666 mhz</li><li>Numero di pezzi: 5 Pezzi</li><li>Velocità: 2666 MHz</li><li>Caratteristiche: Taglia unica</li><li>Tipo di memoria: DDR4</li><li>Fattore di forma: 288-pin DIMM</li><li>Colore: Incolore</li><li>Compatibile: PC/Server</li></ul>",https://cdnbigbuy.com/images/4713213516775_I00.jpg,,,,,690.73,1,1,1,1,Generale,5#7,12.0,cm,1.0,cm,15.0,cm,0.04,kg,180.0,0.04,1249700,Memoria RAM Qnap RAM16GDR4ECT0UD2666 16 GB DDR4 2666 MHz
S8906679,5017915024385,S8906679,Autres,20204,Monopattino Bluey Gomma Metallo Plastica Azzurro,"Se sei alla ricerca di novità alla moda sul mercato, ti presentiamo <b>Monopattino Bluey Gomma Metallo Plastica Azzurro</b>!<br><br><ul><li>Colore: <ul><li>Multicolore</li><li>Azzurro</li></ul></li><li>Tipo: Monopattino</li><li>Materiale: <ul><li>Gomma</li><li>Metallo</li><li>Plastica</li></ul></li><li>Caratteristiche: Antiscivolo</li><li>Funzioni: Luce</li><li>Età consigliata: + 24 Mesi</li><li>Dimensioni appross.: 55 x 68 x 23 cm</li><li>Peso massimo supportato: 20 kg</li></ul><br><br>AVVERTENZE: + 3 anni.",https://cdnbigbuy.com/images/5017915024385_S8906679_P00.jpg,https://cdnbigbuy.com/images/5017915024385_S8906679_P20.jpg,https://cdnbigbuy.com/images/5017915024385_S8906679_P30.jpg,https://cdnbigbuy.com/images/5017915024385_S8906679_P40.jpg,https://cdnbigbuy.com/images/5017915024385_S8906679_P50.jpg,38.6,1,1,18,1,Generale,5#7,62.0,cm,28.0,cm,14.0,cm,2.35,kg,24304.0,2.35,1248243,Monopattino Bluey Gomma Metallo Plastica Azzurro
S4313006,8412688609475,S4313006,Autres,20204,Bagaglio a Mano Real Madrid C.F. 16'' 23 L 28 x 43 x 23 cm,"Se sei alla ricerca di novità alla moda sul mercato, ti presentiamo <b>Bagaglio a Mano Real Madrid C.F. 16'' 23 L 28 x 43 x 23 cm</b>!<br><br><ul><li>Tipo: Valigia</li></ul>",https://cdnbigbuy.com/images/8412688609475_S4313006_P00.jpg,https://cdnbigbuy.com/images/8412688609475_S4313006_P20.jpg,https://cdnbigbuy.com/images/8412688609475_S4313006_P30.jpg,https://cdnbigbuy.com/images/8412688609475_S4313006_P10.jpg,,75.7,1,1,50,1,Generale,5#7,28.0,cm,43.0,cm,3.0,cm,1.4,kg,3612.0,1.4,1222107,Bagaglio a Mano Real Madrid C.F. 16'' 23 L 28 x 43 x 23 cm
S05130163,8436601103901,S05130163,Autres,20204,Contenuto di proteine Drasanvi Whey Protein 750 g Vaniglia,"Se ti piace prenderti cura della tua salute e sei alla ricerca di prodotti che ti offrano <b>protezione e benessere</b>, compra <b>Contenuto di proteine Drasanvi Whey Protein 750 g Vaniglia</b> e molti altri <b>prodotti Drasanvi</b> ai migliori prezzi!<br><br><p>Il <b>Whey Protein</b> del marchio <b>Drasanvi</b> è un <b>integratore proteico</b> pensato per completare l’apporto proteico giornaliero, particolarmente indicato per sportivi e persone attive che vogliono favorire il recupero muscolare e il mantenimento della massa magra. Presentato in un contenitore da <b>750 grammi</b>, questo prodotto è formulato con <b>proteina concentrata del siero</b>, arricchita con ingredienti chiave come la <b>L-leucina</b>, un amminoacido essenziale che contribuisce alla sintesi proteica e alla riparazione muscolare dopo l’esercizio. Il suo gusto <b>vaniglia</b> offre un’opzione piacevole e delicata per il consumo quotidiano. Per garantire un sapore gradevole senza calorie aggiunte, contiene anche <b>sucralosio</b> come dolcificante e un aroma specifico che migliora l’esperienza sensoriale senza alterare la funzione nutrizionale. Questo integratore alimentare è commercializzato in Spagna ed è pensato per un pubblico <b>unisex</b>, adatto a diverse diete equilibrate che richiedono un apporto extra di proteine di alta qualità. L’uso regolare aiuta a soddisfare il fabbisogno proteico giornaliero, soprattutto quando la dieta normale non è sufficiente o in fasi di maggiore richiesta muscolare. Il formato in polvere facilita la dissoluzione e la dosatura in liquidi, rendendo semplice l’integrazione in frullati o ricette sportive. Complessivamente, questo prodotto Drasanvi rappresenta una soluzione versatile, con ingredienti specifici per migliorare l’efficacia della supplementazione proteica in sportivi e persone attive.</p><br><br><ul><li>Tipo: <ul><li>Integratore Alimentare</li><li>Proteina</li></ul></li><li>Gusto: Vaniglia</li><li>Ingredienti: <ul><li>L-leucina</li><li>Sucralosio</li><li>Aroma</li></ul></li><li>Capacità: 750 g</li></ul>",https://cdnbigbuy.com/images/8436601103901_S05130163_P00.jpg,,,,,40.58,1,1,2,1,Generale,5#7,15.5,cm,28.0,cm,15.5,cm,0.98,kg,6727.0,0.98,1197536,Contenuto di proteine Drasanvi Whey Protein 750 g Vaniglia
S0394524,7613272537445,S0394524,Autres,20204,Orologio Uomo Tommy Hilfiger 1710541 (Ø 44 mm),"Se sei alla ricerca di novità alla moda sul mercato, ti presentiamo <b>Orologio Uomo Tommy Hilfiger 1710541 (Ø 44 mm)</b>!<br><br><ul><li>Genere: Uomo</li><li>Anelli extra: No</li><li>Tipo di orologio: Orologio da polso</li><li>Caratteristiche: Multifunzionale</li><li>Materiale della cassa dell'orologio: Acciaio inossidabile</li><li>Tipo di movimento: Quarzo</li><li>Cristallo: Minerale</li><li>Impermeabilità: 5 atm</li><li>Include: Include custodia o copertura del marchio</li><li>Tipo di chiusura: Farfalla</li><li>Colore del quadrante: Nero</li><li>Colore della custodia dell'orologio: Grigio</li><li>Colore del cinturino: Grigio</li><li>Materiale del cinturino: Acciaio inossidabile</li><li>Diametro della cassa dell'orologio: Ø 44 mm</li></ul>",https://cdnbigbuy.com/images/7613272537445_S0394524_P00.jpg,https://cdnbigbuy.com/images/7613272537445_S0394524_P10.jpg,https://cdnbigbuy.com/images/90885_mandatory-watch0.jpg,,,171.19,1,1,4,1,Generale,5#7,19.0,cm,10.0,cm,32.0,cm,0.4,kg,6080.0,0.4,1239228,Orologio Uomo Tommy Hilfiger 1710541 (Ø 44 mm)
S2460248,8445484576719,S2460248,Autres,20204,Ciabatte da casa The Paw Patrol Azzurro 28-29,"I bambini meritano il meglio, per questo ti presentiamo <b>Ciabatte da casa The Paw Patrol Azzurro 28-29</b>, ideale per coloro che cercano prodotti di qualità per i più piccoli! Scopri <b>The Paw Patrol</b> e altre marche e brevetti ai migliori prezzi!<br><br><p>Le <b>pantofole da casa</b> di <b>The Paw Patrol</b> sono una scelta pratica e comoda per i bambini, progettate in un attraente colore <b>blu</b> che si abbina a qualsiasi pigiama o abbigliamento da riposo per bambini. Queste pantofole presentano un modello tipo francesina, che ne facilita la calzata e offre un adeguato supporto per i piedini, disponibili nella misura <b>28-29</b>, adatta a bambini in età prescolare e primi anni di scuola primaria. Realizzate in <b>Cina</b>, sono decorate con applicazioni ispirate al popolare gruppo di animazione per bambini, aggiungendo un valore estetico e ludico molto apprezzato dai piccoli fan della serie. Il design unisex permette l’uso indistinto da parte di entrambi i sessi, adattandosi alle esigenze di utilizzo in ambienti interni e garantendo comfort in casa. Inoltre, queste pantofole sono <b>ideali per uso domestico</b> grazie alla struttura leggera e alla suola che assicura una presa sicura, aiutando a prevenire scivolamenti su superfici lisce. La combinazione di funzionalità, resistenza e design tematico le rende un accessorio utile per la quotidianità dei più piccoli, assicurando un’esperienza confortevole e sicura durante il riposo o il gioco in casa. Questo prodotto bilancia il carattere infantile del marchio con la praticità richiesta a delle pantofole da casa.</p><br><br><ul><li>Taglia: 28-29</li><li>Colore: Azzurro</li><li>Genere: Unisex neonati</li></ul>",https://cdnbigbuy.com/images/8445484576719_S0744391_P00.jpg,https://cdnbigbuy.com/images/8445484576719_R00.jpg,https://cdnbigbuy.com/images/8445484576719_S0744391_P20.jpg,https://cdnbigbuy.com/images/8445484576719_S0744391_P30.jpg,https://cdnbigbuy.com/images/8445484576719_S2460248_P00.jpg,17.04,1,1,1,1,Generale,5#7,8.0,cm,18.5,cm,7.0,cm,0.2,kg,1036.0,0.2,1210367,Ciabatte da casa The Paw Patrol Azzurro 28-29
S9919031,8436533799227,S9919031,Autres,20204,Bilancia Digitale da Bagno Blaupunkt BP5010 Nero,"Se sei alla ricerca di novità alla moda sul mercato, ti presentiamo <b>Bilancia Digitale da Bagno Blaupunkt BP5010 Nero</b>!<br><br><ul><li>Colore: Nero</li><li>Caratteristiche: <ul><li>Display LCD</li><li>Digitale</li><li>Funziona a batterie (2 x AA, non incluse)</li><li>Elettronica</li></ul></li></ul>",https://cdnbigbuy.com/images/8436533799227_S9919031_P00.jpg,,,,,18.68,1,1,4,1,Generale,5#7,29.0,cm,3.0,cm,28.7,cm,1.23,kg,2496.9,1.23,1208729,Bilancia Digitale da Bagno Blaupunkt BP5010 Nero
S0395313,8033288973829,S0395313,Autres,20204,Bracciale Uomo Sector SAFR28 Acciaio 22 cm Argentato,"Ti presentiamo <b>Bracciale Uomo Sector SAFR28 Acciaio 22 cm Argentato</b> e un'ampia gamma di anelli, bracciali, orecchini, ciondoli, ecc. a buon prezzo. Scopri gli esclusivi ed eleganti pezzi di gioielli e bigiotteria per tutti i gusti e stili.<br><br><ul><li>Tipo: Bracciale</li><li>Genere: Uomo</li><li>Colore: <ul><li>Argentato</li><li>Azzurro</li></ul></li><li>Materiale: <ul><li>Argento</li><li>Acciaio</li></ul></li><li>Tipo di chiusura: Moschettone</li><li>Include: Include custodia o copertura del marchio</li><li>Dimensioni appross.: 22 cm</li></ul>",https://cdnbigbuy.com/images/8033288973829_S72121842_P00.jpg,https://cdnbigbuy.com/images/8033288973829_R30.jpg,https://cdnbigbuy.com/images/8033288973829_R60.jpg,https://cdnbigbuy.com/images/8033288973829_R40.jpg,https://cdnbigbuy.com/images/8033288973829_R00.jpg,56.34,1,1,5,1,Generale,5#7,10.0,cm,10.0,cm,10.0,cm,0.3,kg,1000.0,0.3,1252583,Bracciale Uomo Sector SAFR28 Acciaio 22 cm Argentato
S64174994,4066745146980,S64174994,Autres,20204,Pantaloncino Adidas Essentials Woven 3 bandas Per bambini Unisex 13-14 Anni,"I bambini meritano il meglio, per questo ti presentiamo <b>Pantaloncino Adidas Essentials Woven 3 bandas Per bambini Unisex 13-14 Anni</b>, ideale per coloro che cercano prodotti di qualità per i più piccoli! Scopri <b>Adidas</b> e altre marche e brevetti ai migliori prezzi!<br><br><ul><li>Tipo: Pantaloncini</li><li>Genere: <ul><li>Per bambini</li><li>Unisex</li><li>Unisex neonati</li></ul></li><li>Taglia: 13-14 Anni</li></ul>",https://cdnbigbuy.com/images/4066745146980_S64174994_P00.jpg,https://cdnbigbuy.com/images/4066745146980_S64174994_P40.jpg,https://cdnbigbuy.com/images/4066745146980_S64174994_P50.jpg,https://cdnbigbuy.com/images/4066745146980_S64174994_P20.jpg,https://cdnbigbuy.com/images/4066745146980_S64174994_P30.jpg,35.84,1,1,1,1,Generale,5#7,10.0,cm,15.0,cm,15.0,cm,0.4,kg,2250.0,0.4,1191215,Pantaloncino Adidas Essentials Woven 3 bandas Per bambini Unisex 13-14 Anni
S55276411,4549292236330,S55276411,Autres,20204,Cavo Canon BG-R20,"Se sei un appassionato d'<b>informatica ed elettronica</b>, ti piace stare al passo con la più recente tecnologia senza lasciarti sfuggire nessun dettaglio, acquista <b>Cavo Canon BG-R20</b> al miglior prezzo.<br><br><ul><li>Tipo: Cavo</li><li>Colore: Nero</li><li>Compatibile: Canon</li><li>Tipo di batteria: <ul><li>Litio Ion</li><li>Batteria ricaricabile al litio</li></ul></li></ul>",https://cdnbigbuy.com/images/942078800.jpg,https://cdnbigbuy.com/images/4549292236330_R20.jpg,https://cdnbigbuy.com/images/4549292236330_S55276411_P10.jpg,https://cdnbigbuy.com/images/4549292236330_R30.jpg,https://cdnbigbuy.com/images/4549292236330_I10.jpg,713.88,1,1,1,1,Generale,5#7,13.0,cm,9.0,cm,15.0,cm,0.48,kg,1755.0,0.48,1251524,Cavo Canon BG-R20
